Exposure Amount ($);Credit Score;Loan Term (Months);Interest Rate (%);Income ($);Loan to Value Ratio (%);Debt to Income Ratio (%);Employment History (Years);Previous Defaults;Home Ownership;Loan Purpose;Loan Type;Region;LGD%
62423;672;36;7,15;36896;70;59;7;1;Mortgage;Debt Consolidation;Fixed Rate;West;0,047049966
152703;736;72;6,46;45058;82;33;5;1;Own;Debt Consolidation;Fixed Rate;East;0,563348461
222575;605;24;5,03;39454;87;39;5;0;Mortgage;Debt Consolidation;Adjustable Rate;South;0,010001123
262686;619;60;9,77;50365;88;45;7;2;Own;Auto Loan;Adjustable Rate;East;0,928443084
186263;708;24;6,72;57554;68;19;4;1;Own;Home Improvement;Adjustable Rate;West;0,010001986
131158;714;60;6,27;39999;101;20;5;2;Own;Auto Loan;Fixed Rate;East;0,425364827
128932;757;48;6,11;27631;89;21;8;2;Rent;Auto Loan;Fixed Rate;North;0,418972792
166647;782;36;8,98;71972;77;36;8;2;Mortgage;Personal Loan;Adjustable Rate;West;1
172216;701;72;7,61;95738;68;30;3;0;Mortgage;Auto Loan;Fixed Rate;North;0,596280253
141577;670;60;4,19;54766;99;33;5;1;Mortgage;Auto Loan;Adjustable Rate;South;0,329502673
121222;794;36;5,79;33817;88;21;1;1;Own;Auto Loan;Fixed Rate;South;0,009998185
182340;725;24;4,42;39214;72;39;6;0;Rent;Debt Consolidation;Fixed Rate;West;0,009997806
180658;740;48;9,12;69472;87;34;6;1;Mortgage;Debt Consolidation;Fixed Rate;East;0,960549768
213849;679;48;8,69;42685;107;34;6;1;Mortgage;Home Improvement;Fixed Rate;West;0,578931863
132355;746;72;7,17;66318;90;32;8;0;Rent;Debt Consolidation;Adjustable Rate;North;1
138244;652;36;6,22;64878;70;37;4;0;Mortgage;Auto Loan;Adjustable Rate;East;0,009996817
88492;548;60;6,82;27766;81;27;3;1;Rent;Debt Consolidation;Adjustable Rate;South;0,010000904
170189;709;72;2,2;59965;73;43;5;0;Own;Auto Loan;Fixed Rate;West;0,242424599
81606;661;36;8,55;35696;67;17;4;0;Rent;Debt Consolidation;Fixed Rate;West;0,009999265
99021;661;36;4,86;63110;101;42;6;2;Rent;Personal Loan;Adjustable Rate;South;0,475515295
91429;729;60;3,64;70437;69;47;3;1;Rent;Home Improvement;Fixed Rate;North;0,437071389
174797;707;24;5,65;44517;80;37;2;0;Rent;Debt Consolidation;Fixed Rate;North;0,010000172
185581;683;24;4,44;3031;95;17;3;1;Rent;Debt Consolidation;Fixed Rate;South;0,010001024
167007;722;24;7,71;51498;70;33;7;0;Rent;Personal Loan;Adjustable Rate;East;0,009999581
121766;644;24;4,91;59674;89;48;4;1;Own;Debt Consolidation;Adjustable Rate;West;0,010002792
219539;663;36;8,06;14664;76;34;6;1;Own;Personal Loan;Adjustable Rate;East;0,009998224
163926;690;24;7,52;89850;87;8;0;0;Mortgage;Home Improvement;Adjustable Rate;North;0,009998414
107183;714;36;6,01;68290;84;20;4;2;Rent;Personal Loan;Fixed Rate;North;0,139014583
167026;700;72;6,45;29137;96;21;7;2;Mortgage;Debt Consolidation;Adjustable Rate;West;0,388406595
208218;664;48;9,35;45678;84;51;5;1;Own;Debt Consolidation;Fixed Rate;North;0,587619706
214974;661;72;5,71;48228;85;35;9;0;Rent;Home Purchase;Adjustable Rate;North;0,386581633
7517;718;60;6,68;55907;86;32;2;1;Mortgage;Auto Loan;Adjustable Rate;South;0,197818279
152943;658;48;6,37;62771;81;16;0;0;Mortgage;Home Purchase;Adjustable Rate;South;0,009997188
247652;722;24;7,24;70386;90;44;5;0;Own;Debt Consolidation;Adjustable Rate;South;0,515885194
178028;682;60;7,84;42487;79;23;4;2;Own;Auto Loan;Fixed Rate;East;0,149178781
14213;712;72;8,18;87841;56;26;3;0;Mortgage;Debt Consolidation;Fixed Rate;East;0,105115036
195301;738;36;8,61;49981;73;36;7;1;Own;Home Purchase;Adjustable Rate;North;0,490683611
117197;790;48;8,07;84896;96;24;6;0;Own;Personal Loan;Adjustable Rate;East;1
174736;682;24;4,41;69557;82;36;2;2;Own;Home Purchase;Adjustable Rate;West;0,012779278
212608;665;60;7,91;52858;77;32;7;1;Mortgage;Home Improvement;Fixed Rate;North;0,260310054
186257;720;60;5,65;41816;73;31;6;0;Rent;Auto Loan;Adjustable Rate;West;0,010002309
172253;745;24;7,3;63686;84;31;4;1;Rent;Debt Consolidation;Fixed Rate;South;0,353480055
157142;745;36;6,06;73295;84;19;3;0;Rent;Debt Consolidation;Adjustable Rate;North;0,014369169
175914;694;60;7,29;59132;64;36;5;2;Mortgage;Debt Consolidation;Adjustable Rate;North;0,513972737
49851;756;60;4,93;45450;76;33;4;0;Mortgage;Home Improvement;Adjustable Rate;South;0,031533971
173922;683;60;8,03;30559;74;23;6;0;Rent;Personal Loan;Fixed Rate;South;0,009998735
134452;737;36;5,69;49282;81;26;3;2;Mortgage;Debt Consolidation;Adjustable Rate;West;0,132233065
220471;777;72;6,21;49753;77;12;8;0;Mortgage;Personal Loan;Fixed Rate;West;0,44877104
128022;687;36;5,08;83752;87;49;7;2;Own;Debt Consolidation;Adjustable Rate;North;0,996813048
151444;657;72;7,31;68252;93;31;4;1;Own;Auto Loan;Fixed Rate;East;0,570672988
176635;759;60;7,42;6643;75;28;5;2;Rent;Home Purchase;Adjustable Rate;West;0,183440428
195528;757;60;6,6;63558;82;52;4;2;Own;Home Improvement;Adjustable Rate;South;1
185594;770;36;8,37;21206;91;28;3;1;Mortgage;Personal Loan;Adjustable Rate;North;0,184316303
154173;681;48;6,42;42622;69;16;7;2;Own;Personal Loan;Fixed Rate;East;0,010001751
181891;730;48;4,22;56133;78;15;5;1;Rent;Home Purchase;Fixed Rate;West;0,010000495
173885;760;24;6,8;34229;75;44;6;1;Mortgage;Personal Loan;Fixed Rate;East;0,259044771
183573;762;24;7,03;60065;51;7;4;2;Mortgage;Debt Consolidation;Fixed Rate;South;0,010001471
137630;706;36;4,02;80619;86;40;5;2;Mortgage;Auto Loan;Fixed Rate;West;0,587204825
196672;673;72;5,3;59860;78;27;9;2;Rent;Auto Loan;Adjustable Rate;West;0,614322323
149251;676;60;7,97;46955;85;31;6;0;Rent;Debt Consolidation;Fixed Rate;South;0,109138297
85558;667;72;2,36;46886;82;44;3;0;Own;Personal Loan;Adjustable Rate;North;0,010004909
165895;677;36;4,8;26079;80;17;1;0;Own;Debt Consolidation;Adjustable Rate;East;0,010000301
169393;638;60;5,19;62752;82;41;5;2;Own;Home Improvement;Adjustable Rate;North;0,341531232
127632;676;72;6,04;60424;78;26;6;2;Own;Debt Consolidation;Fixed Rate;East;0,427659208
148999;795;24;6,2;89655;95;29;8;0;Mortgage;Personal Loan;Adjustable Rate;West;0,981382425
93123;658;60;6,44;72075;86;29;3;2;Mortgage;Home Purchase;Fixed Rate;West;0,321467307
164737;672;60;4,3;58743;73;26;5;1;Own;Auto Loan;Fixed Rate;North;0,009997754
69091;683;36;8,68;68322;90;24;6;0;Mortgage;Auto Loan;Fixed Rate;South;0,010001303
79487;761;24;5,58;59855;97;33;4;1;Own;Auto Loan;Adjustable Rate;West;0,405387044
182356;666;48;6,89;90981;87;18;7;0;Own;Auto Loan;Adjustable Rate;West;0,241363048
153303;794;72;7,56;47794;82;41;2;2;Rent;Debt Consolidation;Fixed Rate;South;1
276266;728;60;4,62;62279;64;41;3;2;Own;Debt Consolidation;Fixed Rate;East;0,728084527
78072;764;24;7,71;48862;89;30;3;1;Mortgage;Debt Consolidation;Adjustable Rate;North;0,169241213
209408;662;48;8,74;91096;79;31;5;2;Own;Home Improvement;Adjustable Rate;South;0,686153347
124313;730;60;7,16;39437;77;30;5;0;Rent;Auto Loan;Fixed Rate;East;0,009998954
134498;726;48;6,23;41844;77;37;5;1;Rent;Home Purchase;Adjustable Rate;East;0,119094708
243095;682;60;6,24;64972;81;31;5;2;Mortgage;Personal Loan;Adjustable Rate;East;0,603554166
160984;699;24;6,62;38525;71;27;8;0;Rent;Debt Consolidation;Adjustable Rate;South;0,010000994
193824;699;72;6,4;71035;67;29;5;2;Mortgage;Personal Loan;Adjustable Rate;North;0,615001238
69825;836;24;7,28;46493;76;32;3;1;Rent;Home Purchase;Adjustable Rate;East;0,353956319
198043;705;24;7,46;67872;90;21;5;2;Mortgage;Home Improvement;Adjustable Rate;East;0,229384528
187891;704;72;3,18;60310;69;21;3;2;Rent;Auto Loan;Adjustable Rate;West;0,165446988
156702;721;24;5,32;57372;90;14;6;1;Own;Auto Loan;Fixed Rate;North;0,009999872
89397;687;36;6,61;62710;96;25;4;2;Mortgage;Personal Loan;Fixed Rate;North;0,2042686
95940;720;24;5,71;80768;85;41;9;0;Mortgage;Auto Loan;Adjustable Rate;West;0,505409631
123338;729;60;5,06;68718;80;41;5;0;Own;Home Improvement;Fixed Rate;East;0,581677991
86666;726;36;5,1;35468;91;14;7;0;Rent;Auto Loan;Adjustable Rate;East;0,010003923
209990;759;60;5,8;73886;85;15;5;2;Own;Home Purchase;Adjustable Rate;East;0,798242773
149264;779;36;6,56;69919;84;41;4;0;Own;Personal Loan;Adjustable Rate;East;0,674663683
132942;731;36;5,63;66453;81;33;5;2;Own;Personal Loan;Adjustable Rate;East;0,578726061
151978;634;60;6,08;90997;75;16;6;0;Own;Home Improvement;Adjustable Rate;South;0,010001448
96932;681;36;6,36;33289;85;33;5;2;Mortgage;Home Improvement;Adjustable Rate;West;0,009996699
190905;663;36;7,57;62541;70;35;6;1;Own;Debt Consolidation;Fixed Rate;West;0,018433252
215089;750;36;7,91;62522;90;24;5;0;Mortgage;Auto Loan;Adjustable Rate;West;0,415883657
194687;713;60;5,08;54600;88;35;7;2;Own;Home Improvement;Fixed Rate;South;0,793982135
110154;588;48;1,3;41618;84;19;5;2;Rent;Home Improvement;Adjustable Rate;West;0,010004176
204596;737;72;6,01;77446;96;9;6;2;Rent;Home Purchase;Adjustable Rate;West;1
116033;663;36;7,4;36571;80;24;6;1;Mortgage;Home Improvement;Adjustable Rate;East;0,009997156
175857;713;24;7,76;39439;65;23;7;0;Own;Home Improvement;Fixed Rate;North;0,010002445
246307;594;24;4,52;70806;86;28;9;0;Mortgage;Debt Consolidation;Fixed Rate;North;0,009999716
76721;774;24;7,13;75567;91;60;2;2;Rent;Home Improvement;Fixed Rate;East;1
101530;693;24;7,08;37952;77;21;4;2;Rent;Auto Loan;Fixed Rate;West;0,009997045
138874;705;24;8,52;39580;74;38;5;0;Own;Home Purchase;Adjustable Rate;East;0,010001872
81784;718;60;5,94;24810;86;48;6;2;Rent;Auto Loan;Adjustable Rate;East;0,587621051
142496;768;48;5,59;53032;73;34;8;0;Rent;Home Improvement;Fixed Rate;South;0,424068044
179218;674;72;5,76;75688;88;30;4;1;Own;Auto Loan;Adjustable Rate;East;0,645002176
185284;705;48;9,39;38049;100;29;9;0;Mortgage;Debt Consolidation;Fixed Rate;West;0,54261566
98494;756;72;5,93;59138;87;25;5;2;Rent;Home Improvement;Fixed Rate;West;0,886206266
96579;694;72;6,66;50047;98;29;6;1;Mortgage;Auto Loan;Adjustable Rate;East;0,533625322
99857;769;60;6,13;87838;81;32;5;1;Own;Auto Loan;Fixed Rate;North;1
74280;683;24;7,38;64624;70;19;6;2;Rent;Debt Consolidation;Fixed Rate;West;0,010002693
153941;697;24;8,66;54089;79;30;7;1;Own;Home Improvement;Adjustable Rate;North;0,046524318
60164;668;60;4,65;70813;65;52;6;2;Own;Debt Consolidation;Fixed Rate;North;0,454474437
131801;666;72;6,07;11588;80;23;9;2;Rent;Home Improvement;Adjustable Rate;West;0,009999924
112434;701;48;4,34;95314;84;39;5;2;Rent;Home Improvement;Adjustable Rate;North;0,881957415
158811;632;48;7,77;63770;80;29;6;1;Own;Home Improvement;Fixed Rate;South;0,009999307
207751;611;24;7,32;50166;81;30;3;2;Mortgage;Auto Loan;Fixed Rate;North;0,010002359
129588;634;72;2,32;67527;63;10;4;0;Rent;Home Improvement;Adjustable Rate;North;0,010000926
199065;655;48;4,17;42104;80;24;5;0;Rent;Debt Consolidation;Fixed Rate;West;0,010001758
171487;732;60;6,36;28805;87;34;5;1;Rent;Debt Consolidation;Adjustable Rate;East;0,319930957
97237;604;36;7,47;55983;104;41;6;0;Own;Home Purchase;Fixed Rate;South;0,009996195
170504;666;60;7,9;94982;75;9;7;0;Own;Home Improvement;Fixed Rate;South;0,074502651
157966;583;72;4,61;45055;93;44;4;0;Rent;Auto Loan;Adjustable Rate;North;0,010002152
70046;696;24;8,16;70708;86;48;6;2;Own;Debt Consolidation;Adjustable Rate;North;0,702181424
198752;832;72;3,53;67917;80;34;6;0;Own;Personal Loan;Adjustable Rate;West;1
99266;693;60;7,97;52753;89;33;8;0;Mortgage;Home Improvement;Fixed Rate;South;0,401396248
129198;747;48;6,74;60927;75;26;8;0;Mortgage;Debt Consolidation;Adjustable Rate;East;0,287171628
234921;706;36;6,95;47998;88;28;4;0;Own;Home Improvement;Adjustable Rate;North;0,009999106
208048;730;48;6,6;68398;75;31;6;0;Rent;Debt Consolidation;Adjustable Rate;West;0,410188995
187451;713;72;7,77;59511;47;44;7;2;Mortgage;Debt Consolidation;Adjustable Rate;South;0,798357971
107587;660;48;4,1;39867;89;12;4;2;Own;Personal Loan;Adjustable Rate;South;0,010001208
119173;695;72;5,82;48658;93;30;4;1;Rent;Auto Loan;Fixed Rate;North;0,365342821
148380;699;24;6,25;74346;78;38;5;0;Mortgage;Home Improvement;Adjustable Rate;East;0,010001348
233493;789;24;5,84;45544;76;24;3;0;Own;Debt Consolidation;Fixed Rate;North;0,0100003
156930;662;36;6,97;77061;80;23;5;1;Rent;Debt Consolidation;Fixed Rate;West;0,009998088
94733;682;72;7,16;49164;78;29;5;2;Own;Debt Consolidation;Fixed Rate;North;0,3076647
161171;737;48;4,23;34867;69;36;7;1;Rent;Auto Loan;Fixed Rate;West;0,046664723
148254;603;60;3,58;72222;91;38;3;2;Own;Home Improvement;Fixed Rate;East;0,067755339
177645;749;48;5,43;79517;93;16;4;0;Own;Home Purchase;Fixed Rate;West;0,425179431
185627;638;48;5,75;67882;75;19;5;1;Own;Home Purchase;Adjustable Rate;West;0,009998545
150325;715;48;6,09;57754;72;35;4;1;Mortgage;Home Purchase;Fixed Rate;West;0,120405787
95229;634;72;4,97;53879;91;37;4;1;Mortgage;Personal Loan;Adjustable Rate;North;0,153020613
128972;638;24;8,4;64608;84;35;8;1;Rent;Auto Loan;Adjustable Rate;West;0,010002171
192507;771;48;4,76;68046;92;44;4;2;Mortgage;Debt Consolidation;Adjustable Rate;West;1
200185;703;24;6,48;71480;77;21;2;2;Own;Auto Loan;Adjustable Rate;East;0,010000749
79282;724;60;4,52;59945;88;24;6;0;Rent;Home Purchase;Fixed Rate;East;0,109406927
174511;816;36;7,43;62604;69;30;6;1;Mortgage;Home Improvement;Adjustable Rate;South;0,656634825
145909;718;60;6,21;40314;83;20;5;1;Mortgage;Home Improvement;Fixed Rate;South;0,035981331
159001;722;36;7,48;83957;71;30;4;1;Own;Personal Loan;Adjustable Rate;East;0,529990377
308402;689;72;7,89;63305;69;26;6;1;Own;Auto Loan;Adjustable Rate;South;0,656785624
-7748;596;24;5,75;68901;78;23;8;0;Mortgage;Debt Consolidation;Adjustable Rate;East;0,009938049
64307;805;60;4,95;33987;83;18;3;0;Rent;Home Purchase;Adjustable Rate;East;0,009998911
132142;731;60;5,61;74645;98;27;5;0;Rent;Auto Loan;Fixed Rate;West;0,65891995
239446;801;36;6,77;29790;84;29;5;1;Mortgage;Personal Loan;Adjustable Rate;South;0,40343543
84970;679;72;5,58;88712;78;37;5;0;Rent;Auto Loan;Adjustable Rate;North;0,525267742
94002;706;48;4,92;20411;77;30;4;1;Own;Personal Loan;Fixed Rate;North;0,009999787
209367;782;60;5,97;42170;84;15;4;2;Own;Personal Loan;Fixed Rate;West;0,566660457
130751;727;48;5,89;59821;85;31;5;1;Mortgage;Home Improvement;Fixed Rate;East;0,364570825
86599;721;72;5,07;57899;69;31;4;1;Own;Debt Consolidation;Adjustable Rate;West;0,224783196
223075;794;48;6,92;83059;77;21;3;1;Rent;Auto Loan;Adjustable Rate;East;0,832289589
119042;694;72;5,81;82809;73;24;4;0;Rent;Auto Loan;Fixed Rate;West;0,190815006
137523;676;36;8,82;119650;74;27;7;0;Rent;Auto Loan;Adjustable Rate;South;0,588963301
160413;694;36;7,51;40546;71;27;5;1;Rent;Auto Loan;Adjustable Rate;West;0,00999919
158959;716;24;5,44;50002;79;18;5;0;Mortgage;Personal Loan;Adjustable Rate;East;0,010002579
168644;754;72;7,03;44085;74;36;5;2;Own;Personal Loan;Adjustable Rate;West;0,878412514
256576;662;24;3,94;52384;78;63;5;1;Mortgage;Home Improvement;Fixed Rate;East;0,272336462
218873;680;24;4,01;88572;77;13;6;2;Own;Debt Consolidation;Fixed Rate;North;0,015817392
78399;739;60;6,48;27308;63;22;4;0;Rent;Personal Loan;Fixed Rate;East;0,010000128
132012;748;60;8,85;32791;63;30;1;1;Rent;Personal Loan;Adjustable Rate;South;0,009999091
142068;669;36;7,95;96096;72;23;7;0;Rent;Personal Loan;Fixed Rate;North;0,122722921
201093;721;60;6,48;53316;70;10;6;1;Rent;Personal Loan;Adjustable Rate;West;0,010000348
91211;711;36;6,27;75800;90;31;7;0;Rent;Home Purchase;Fixed Rate;South;0,344289614
188411;673;60;5,57;40014;82;24;2;2;Rent;Home Improvement;Fixed Rate;West;0,009999416
132899;634;60;6,17;66087;65;33;5;2;Mortgage;Personal Loan;Fixed Rate;East;0,010000075
188470;774;72;5,65;58734;90;37;4;0;Own;Home Purchase;Adjustable Rate;South;1
143348;674;36;7,01;40876;85;32;3;2;Rent;Home Improvement;Fixed Rate;West;0,009996652
209369;608;60;7,62;58030;62;31;6;2;Mortgage;Debt Consolidation;Adjustable Rate;West;0,010001481
134969;652;60;6,57;75957;95;23;5;1;Own;Home Purchase;Fixed Rate;South;0,329349703
185718;673;36;7,73;107665;84;31;4;1;Own;Home Purchase;Adjustable Rate;East;0,76796541
137882;727;36;6,05;53533;90;40;6;0;Own;Personal Loan;Adjustable Rate;West;0,273944387
72311;634;24;6,32;47502;87;37;3;2;Rent;Auto Loan;Fixed Rate;South;0,009998479
167313;764;72;8,63;91841;83;47;3;0;Own;Auto Loan;Adjustable Rate;South;1
171152;658;48;3,35;86465;65;33;7;2;Mortgage;Home Purchase;Adjustable Rate;East;0,217409087
200201;789;24;8,42;36729;80;45;3;2;Mortgage;Home Purchase;Fixed Rate;North;0,71473669
204989;714;36;6,1;50731;88;6;3;2;Rent;Debt Consolidation;Fixed Rate;East;0,010000537
189144;666;72;4,73;50785;69;38;3;1;Own;Home Improvement;Fixed Rate;North;0,065976187
170515;685;36;8,16;47462;88;33;7;1;Own;Home Purchase;Adjustable Rate;North;0,19290385
94506;719;24;5,58;74071;88;23;2;1;Own;Auto Loan;Fixed Rate;West;0,009999365
95660;702;24;9,57;83553;73;37;2;2;Rent;Personal Loan;Adjustable Rate;South;0,43946268
151735;664;24;4,02;57110;80;42;6;1;Mortgage;Auto Loan;Fixed Rate;East;0,009997693
209400;707;72;4,43;67626;80;30;5;2;Mortgage;Home Purchase;Fixed Rate;East;0,700272206
120368;609;60;3,4;24551;82;14;6;2;Own;Auto Loan;Adjustable Rate;South;0,010002659
121305;746;48;7,62;41649;84;29;5;1;Own;Personal Loan;Fixed Rate;East;0,251028399
129544;703;60;10,07;76118;72;34;9;0;Rent;Debt Consolidation;Fixed Rate;West;0,638192429
108147;637;60;4,16;40354;81;26;7;2;Own;Debt Consolidation;Adjustable Rate;South;0,009995654
203121;715;60;5,65;69858;84;30;3;2;Mortgage;Auto Loan;Fixed Rate;South;0,696058015
103886;710;48;9,3;53403;89;30;6;2;Own;Debt Consolidation;Adjustable Rate;North;0,629719115
139085;697;24;7,02;62093;84;37;7;2;Mortgage;Auto Loan;Fixed Rate;South;0,395707661
192622;753;36;9,01;44513;74;39;3;1;Own;Debt Consolidation;Fixed Rate;East;0,447944679
135083;732;72;7,21;48266;92;28;3;1;Own;Home Improvement;Adjustable Rate;East;0,506851343
201009;724;60;5,08;63996;96;33;4;1;Mortgage;Home Purchase;Adjustable Rate;West;0,799899507
177553;581;36;9,04;31180;86;22;3;0;Mortgage;Personal Loan;Adjustable Rate;West;0,010002647
119283;709;36;6,1;72734;64;36;4;1;Rent;Home Purchase;Fixed Rate;East;0,010001425
154342;655;24;6,7;73008;94;60;5;0;Mortgage;Home Purchase;Adjustable Rate;East;0,396560884
181569;717;24;4,71;46287;72;27;3;1;Rent;Home Purchase;Adjustable Rate;West;0,010001707
118217;749;60;5,18;52929;87;23;2;0;Rent;Home Improvement;Adjustable Rate;West;0,072950591
196897;756;60;6,49;29606;83;21;6;1;Mortgage;Home Improvement;Adjustable Rate;North;0,248800134
101938;620;72;10,21;70212;76;32;4;1;Rent;Home Improvement;Fixed Rate;South;0,263238439
152188;717;48;8,9;59939;57;22;2;0;Own;Home Improvement;Fixed Rate;South;0,010000788
157636;673;48;5,3;47020;70;20;3;2;Rent;Auto Loan;Adjustable Rate;East;0,009997716
150731;680;60;4,39;49243;71;5;3;1;Mortgage;Debt Consolidation;Fixed Rate;North;0,009997943
155013;694;36;5,76;54989;55;59;5;2;Mortgage;Home Improvement;Adjustable Rate;North;0,335275106
218846;654;24;5,02;87044;85;29;7;2;Rent;Personal Loan;Fixed Rate;West;0,341043473
242560;630;24;6,51;60257;76;30;4;1;Own;Debt Consolidation;Adjustable Rate;East;0,010001649
101212;668;36;5,91;54529;83;37;4;1;Rent;Home Improvement;Fixed Rate;East;0,009998814
141448;664;60;6,27;55736;81;27;5;1;Rent;Debt Consolidation;Adjustable Rate;North;0,009996607
131224;712;48;6,65;65404;86;38;1;1;Own;Home Purchase;Adjustable Rate;West;0,365626715
183289;749;60;8,2;75220;75;42;7;1;Rent;Personal Loan;Fixed Rate;South;1
77801;663;24;8,51;63327;80;35;5;2;Rent;Debt Consolidation;Adjustable Rate;North;0,056888729
193233;663;72;5,27;69903;85;46;5;0;Mortgage;Debt Consolidation;Fixed Rate;East;0,578255267
122715;705;60;4,79;62475;73;23;4;0;Mortgage;Personal Loan;Adjustable Rate;West;0,009998778
130619;708;36;4,89;73385;100;26;0;2;Mortgage;Home Purchase;Fixed Rate;East;0,34817293
209348;687;60;5,51;67805;88;31;6;1;Own;Personal Loan;Adjustable Rate;East;0,475796282
95485;666;24;6,19;44500;83;20;2;1;Mortgage;Auto Loan;Fixed Rate;East;0,010001571
161622;690;36;8,27;58084;92;23;4;2;Rent;Personal Loan;Fixed Rate;West;0,205157714
172449;774;24;7,02;24618;82;25;4;0;Rent;Debt Consolidation;Fixed Rate;South;0,009997159
160733;653;60;6,78;10733;81;38;6;0;Rent;Home Improvement;Fixed Rate;North;0,009997947
132518;781;72;8,4;48589;80;38;3;0;Rent;Home Purchase;Adjustable Rate;South;0,782278634
162302;654;36;7,89;53063;71;36;4;0;Rent;Home Improvement;Fixed Rate;West;0,009999877
130587;683;24;6,08;46750;72;33;4;2;Mortgage;Auto Loan;Fixed Rate;South;0,010000996
-25143;701;36;7,54;90394;86;42;3;1;Rent;Debt Consolidation;Adjustable Rate;North;0,500218749
106995;761;60;6,61;79179;75;48;4;1;Mortgage;Auto Loan;Fixed Rate;West;1
132956;749;60;6,42;53896;74;27;2;2;Own;Home Improvement;Adjustable Rate;South;0,427637715
202183;653;72;7,75;82613;105;37;6;0;Own;Personal Loan;Adjustable Rate;North;1
143852;711;60;5,79;92439;85;25;9;1;Own;Debt Consolidation;Adjustable Rate;North;0,951290215
92411;643;24;5,64;41587;96;31;4;0;Mortgage;Debt Consolidation;Adjustable Rate;North;0,00999881
181434;735;72;5,05;41808;84;13;5;1;Own;Home Improvement;Adjustable Rate;East;0,009998126
120845;649;48;5,24;25521;82;18;10;0;Own;Debt Consolidation;Adjustable Rate;South;0,009996276
164946;620;24;7,69;26883;78;22;3;1;Mortgage;Home Improvement;Adjustable Rate;South;0,009997211
106906;639;60;7,52;72727;82;23;5;2;Rent;Home Purchase;Fixed Rate;South;0,194011562
